,img_paths,img_labels,train_test
1536,028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,28,1
1539,028.Brown_Creeper/Brown_Creeper_0074_24789.jpg,28,1
1540,028.Brown_Creeper/Brown_Creeper_0032_24800.jpg,28,1
1542,028.Brown_Creeper/Brown_Creeper_0002_24838.jpg,28,1
1543,028.Brown_Creeper/Brown_Creeper_0064_24840.jpg,28,1
1546,028.Brown_Creeper/Brown_Creeper_0110_24866.jpg,28,1
1547,028.Brown_Creeper/Brown_Creeper_0007_24902.jpg,28,1
1548,028.Brown_Creeper/Brown_Creeper_0049_24911.jpg,28,1
1551,028.Brown_Creeper/Brown_Creeper_0058_24933.jpg,28,1
1553,028.Brown_Creeper/Brown_Creeper_0023_24940.jpg,28,1
1556,028.Brown_Creeper/Brown_Creeper_0120_24955.jpg,28,1
1561,028.Brown_Creeper/Brown_Creeper_0083_24967.jpg,28,1
1563,028.Brown_Creeper/Brown_Creeper_0048_24976.jpg,28,1
1564,028.Brown_Creeper/Brown_Creeper_0072_24977.jpg,28,1
1566,028.Brown_Creeper/Brown_Creeper_0047_24984.jpg,28,1
1568,028.Brown_Creeper/Brown_Creeper_0125_24995.jpg,28,1
1570,028.Brown_Creeper/Brown_Creeper_0115_24488.jpg,28,1
1571,028.Brown_Creeper/Brown_Creeper_0059_25010.jpg,28,1
1572,028.Brown_Creeper/Brown_Creeper_0118_24500.jpg,28,1
1573,028.Brown_Creeper/Brown_Creeper_0100_24502.jpg,28,1
1577,028.Brown_Creeper/Brown_Creeper_0043_24549.jpg,28,1
1578,028.Brown_Creeper/Brown_Creeper_0113_24560.jpg,28,1
1580,028.Brown_Creeper/Brown_Creeper_0121_24574.jpg,28,1
1581,029.American_Crow/American_Crow_0117_25090.jpg,29,1
1583,029.American_Crow/American_Crow_0119_25610.jpg,29,1
1584,029.American_Crow/American_Crow_0020_25618.jpg,29,1
1585,029.American_Crow/American_Crow_0016_25112.jpg,29,1
1586,029.American_Crow/American_Crow_0136_25117.jpg,29,1
1587,029.American_Crow/American_Crow_0101_25118.jpg,29,1
1588,029.American_Crow/American_Crow_0002_25122.jpg,29,1
1589,029.American_Crow/American_Crow_0109_25123.jpg,29,1
1590,029.American_Crow/American_Crow_0111_25127.jpg,29,1
1591,029.American_Crow/American_Crow_0003_25130.jpg,29,1
1594,029.American_Crow/American_Crow_0113_25149.jpg,29,1
1597,029.American_Crow/American_Crow_0130_25163.jpg,29,1
1598,029.American_Crow/American_Crow_0093_25694.jpg,29,1
1600,029.American_Crow/American_Crow_0132_25704.jpg,29,1
1602,029.American_Crow/American_Crow_0068_25198.jpg,29,1
1603,029.American_Crow/American_Crow_0116_25199.jpg,29,1
1607,029.American_Crow/American_Crow_0134_25206.jpg,29,1
1616,029.American_Crow/American_Crow_0012_25305.jpg,29,1
1618,029.American_Crow/American_Crow_0036_25313.jpg,29,1
1619,029.American_Crow/American_Crow_0081_25837.jpg,29,1
1620,029.American_Crow/American_Crow_0074_25350.jpg,29,1
1621,029.American_Crow/American_Crow_0107_25353.jpg,29,1
1622,029.American_Crow/American_Crow_0124_25356.jpg,29,1
1623,029.American_Crow/American_Crow_0047_25397.jpg,29,1
1631,029.American_Crow/American_Crow_0025_25522.jpg,29,1
1634,029.American_Crow/American_Crow_0039_25061.jpg,29,1
1636,029.American_Crow/American_Crow_0094_25576.jpg,29,1
1637,029.American_Crow/American_Crow_0102_25066.jpg,29,1
1638,029.American_Crow/American_Crow_0062_25587.jpg,29,1
1640,029.American_Crow/American_Crow_0059_25599.jpg,29,1
1641,030.Fish_Crow/Fish_Crow_0068_25859.jpg,30,1
1644,030.Fish_Crow/Fish_Crow_0011_25866.jpg,30,1
1646,030.Fish_Crow/Fish_Crow_0017_26127.jpg,30,1
1649,030.Fish_Crow/Fish_Crow_0078_26144.jpg,30,1
1652,030.Fish_Crow/Fish_Crow_0025_25893.jpg,30,1
1653,030.Fish_Crow/Fish_Crow_0081_25908.jpg,30,1
1656,030.Fish_Crow/Fish_Crow_0005_25912.jpg,30,1
1657,030.Fish_Crow/Fish_Crow_0033_25915.jpg,30,1
1662,030.Fish_Crow/Fish_Crow_0004_25936.jpg,30,1
1667,030.Fish_Crow/Fish_Crow_0083_25949.jpg,30,1
1668,030.Fish_Crow/Fish_Crow_0044_25964.jpg,30,1
1669,030.Fish_Crow/Fish_Crow_0028_25968.jpg,30,1
1670,030.Fish_Crow/Fish_Crow_0003_25970.jpg,30,1
1671,030.Fish_Crow/Fish_Crow_0076_25971.jpg,30,1
1673,030.Fish_Crow/Fish_Crow_0010_25836.jpg,30,1
1674,030.Fish_Crow/Fish_Crow_0058_25999.jpg,30,1
1675,030.Fish_Crow/Fish_Crow_0038_26000.jpg,30,1
1676,030.Fish_Crow/Fish_Crow_0069_26008.jpg,30,1
1679,030.Fish_Crow/Fish_Crow_0070_25504.jpg,30,1
1680,030.Fish_Crow/Fish_Crow_0007_26023.jpg,30,1
1683,030.Fish_Crow/Fish_Crow_0079_26030.jpg,30,1
1684,030.Fish_Crow/Fish_Crow_0001_26031.jpg,30,1
1685,030.Fish_Crow/Fish_Crow_0023_26037.jpg,30,1
1686,030.Fish_Crow/Fish_Crow_0049_26040.jpg,30,1
1687,030.Fish_Crow/Fish_Crow_0014_26041.jpg,30,1
1688,030.Fish_Crow/Fish_Crow_0060_26016.jpg,30,1
1689,030.Fish_Crow/Fish_Crow_0022_26062.jpg,30,1
1690,030.Fish_Crow/Fish_Crow_0024_26064.jpg,30,1
1698,030.Fish_Crow/Fish_Crow_0043_25847.jpg,30,1
1700,030.Fish_Crow/Fish_Crow_0016_25854.jpg,30,1
1702,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0005_26161.jpg,31,1
1703,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,31,1
1705,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0084_26175.jpg,31,1
1706,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0047_26176.jpg,31,1
1708,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0079_26180.jpg,31,1
1710,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0086_26188.jpg,31,1
1713,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0096_26204.jpg,31,1
1715,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0081_26209.jpg,31,1
1716,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0088_26217.jpg,31,1
1719,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0077_26222.jpg,31,1
1720,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0055_26223.jpg,31,1
1723,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0066_26303.jpg,31,1
1725,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0082_26241.jpg,31,1
1726,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0001_26242.jpg,31,1
1730,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0074_795286.jpg,31,1
1731,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0058_795292.jpg,31,1
1733,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0075_795298.jpg,31,1
1734,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0087_795300.jpg,31,1
1739,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0062_795309.jpg,31,1
1740,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0070_795310.jpg,31,1
1741,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0092_795313.jpg,31,1
1743,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0093_795316.jpg,31,1
1746,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0053_795321.jpg,31,1
1748,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0057_795323.jpg,31,1
1750,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0069_795326.jpg,31,1
1751,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0061_795327.jpg,31,1
1753,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0019_795329.jpg,31,1
1756,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0090_26311.jpg,31,1
1757,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0054_26313.jpg,31,1
1758,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0031_26318.jpg,31,1
1761,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0029_794624.jpg,32,1
1762,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0022_794625.jpg,32,1
1763,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0041_26370.jpg,32,1
1764,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0051_794627.jpg,32,1
1765,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0042_794628.jpg,32,1
1766,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0020_794629.jpg,32,1
1768,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0025_26375.jpg,32,1
1769,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0039_26348.jpg,32,1
1771,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0015_26380.jpg,32,1
1772,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0006_794626.jpg,32,1
1773,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0012_26382.jpg,32,1
1774,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0014_26388.jpg,32,1
1777,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0044_26393.jpg,32,1
1778,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0048_26351.jpg,32,1
1780,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0031_26401.jpg,32,1
1786,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0034_26415.jpg,32,1
1788,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0028_26358.jpg,32,1
1789,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0027_26360.jpg,32,1
1791,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0050_794594.jpg,32,1
1793,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0005_794599.jpg,32,1
1794,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0038_794600.jpg,32,1
1800,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0036_794606.jpg,32,1
1801,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0016_794607.jpg,32,1
1802,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0052_794608.jpg,32,1
1805,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0045_794612.jpg,32,1
1807,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0004_794614.jpg,32,1
1808,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0033_26359.jpg,32,1
1809,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0046_794616.jpg,32,1
1811,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0013_794620.jpg,32,1
1812,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0019_794621.jpg,32,1
1814,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0048_26632.jpg,33,1
1816,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0094_26643.jpg,33,1
1817,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0027_26844.jpg,33,1
1819,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0082_26655.jpg,33,1
1820,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0009_26656.jpg,33,1
1822,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0022_26423.jpg,33,1
1823,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0050_26424.jpg,33,1
1824,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0036_26682.jpg,33,1
1826,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0045_26685.jpg,33,1
1829,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0093_26432.jpg,33,1
1830,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0042_26479.jpg,33,1
1832,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0034_26694.jpg,33,1
1833,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0028_26446.jpg,33,1
1834,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0039_26510.jpg,33,1
1836,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0097_26713.jpg,33,1
1838,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0002_26715.jpg,33,1
1840,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0091_26428.jpg,33,1
1841,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0081_26429.jpg,33,1
1848,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0084_26761.jpg,33,1
1849,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0049_26766.jpg,33,1
1851,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0004_26790.jpg,33,1
1853,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0026_26794.jpg,33,1
1854,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0010_26795.jpg,33,1
1857,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0019_26803.jpg,33,1
1859,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0121_26807.jpg,33,1
1862,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0038_26912.jpg,33,1
1863,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0059_26828.jpg,33,1
1867,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0069_26597.jpg,33,1
1869,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0092_26859.jpg,33,1
1871,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0032_26616.jpg,33,1
1874,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0042_27143.jpg,34,1
1876,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0074_27156.jpg,34,1
1877,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0026_27160.jpg,34,1
1878,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0075_27165.jpg,34,1
1879,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0016_27181.jpg,34,1
1880,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0043_26990.jpg,34,1
1882,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0068_27196.jpg,34,1
1885,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0001_27211.jpg,34,1
1888,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0061_26979.jpg,34,1
1891,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0025_797274.jpg,34,1
1894,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0044_26976.jpg,34,1
1896,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0006_797284.jpg,34,1
1897,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0071_797285.jpg,34,1
1898,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0021_797286.jpg,34,1
1902,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0015_797291.jpg,34,1
1903,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0051_26988.jpg,34,1
1904,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0056_797293.jpg,34,1
1906,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0046_797295.jpg,34,1
1910,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0065_797301.jpg,34,1
1911,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0047_797303.jpg,34,1
1913,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0038_797309.jpg,34,1
1917,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0052_27032.jpg,34,1
1919,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0010_27039.jpg,34,1
1920,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0024_27057.jpg,34,1
1921,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0012_27062.jpg,34,1
1922,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0030_27068.jpg,34,1
1927,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0080_27108.jpg,34,1
1928,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0013_27110.jpg,34,1
1929,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0055_27112.jpg,34,1
1931,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0063_27123.jpg,34,1
1932,035.Purple_Finch/Purple_Finch_0025_28174.jpg,35,1
1933,035.Purple_Finch/Purple_Finch_0048_27670.jpg,35,1
1935,035.Purple_Finch/Purple_Finch_0096_27688.jpg,35,1
1937,035.Purple_Finch/Purple_Finch_0050_27702.jpg,35,1
1940,035.Purple_Finch/Purple_Finch_0110_27750.jpg,35,1
1944,035.Purple_Finch/Purple_Finch_0092_27264.jpg,35,1
1948,035.Purple_Finch/Purple_Finch_0111_27293.jpg,35,1
1950,035.Purple_Finch/Purple_Finch_0032_27305.jpg,35,1
1951,035.Purple_Finch/Purple_Finch_0102_27308.jpg,35,1
1952,035.Purple_Finch/Purple_Finch_0014_27322.jpg,35,1
1953,035.Purple_Finch/Purple_Finch_0094_27323.jpg,35,1
1954,035.Purple_Finch/Purple_Finch_0114_27837.jpg,35,1
1956,035.Purple_Finch/Purple_Finch_0081_27913.jpg,35,1
1960,035.Purple_Finch/Purple_Finch_0006_27950.jpg,35,1
1962,035.Purple_Finch/Purple_Finch_0071_27443.jpg,35,1
1969,035.Purple_Finch/Purple_Finch_0013_27506.jpg,35,1
1970,035.Purple_Finch/Purple_Finch_0049_27507.jpg,35,1
1971,035.Purple_Finch/Purple_Finch_0005_27512.jpg,35,1
1972,035.Purple_Finch/Purple_Finch_0134_27526.jpg,35,1
1973,035.Purple_Finch/Purple_Finch_0053_27543.jpg,35,1
1974,035.Purple_Finch/Purple_Finch_0113_27547.jpg,35,1
1976,035.Purple_Finch/Purple_Finch_0011_27633.jpg,35,1
1977,035.Purple_Finch/Purple_Finch_0088_28076.jpg,35,1
1978,035.Purple_Finch/Purple_Finch_0004_27565.jpg,35,1
1980,035.Purple_Finch/Purple_Finch_0104_28088.jpg,35,1
1981,035.Purple_Finch/Purple_Finch_0074_28101.jpg,35,1
1987,035.Purple_Finch/Purple_Finch_0108_28143.jpg,35,1
1989,035.Purple_Finch/Purple_Finch_0086_27637.jpg,35,1
1990,035.Purple_Finch/Purple_Finch_0082_27639.jpg,35,1
1991,035.Purple_Finch/Purple_Finch_0036_27641.jpg,35,1
1993,036.Northern_Flicker/Northern_Flicker_0036_28681.jpg,36,1
1997,036.Northern_Flicker/Northern_Flicker_0075_28729.jpg,36,1
2000,036.Northern_Flicker/Northern_Flicker_0037_28751.jpg,36,1
2001,036.Northern_Flicker/Northern_Flicker_0050_28284.jpg,36,1
2002,036.Northern_Flicker/Northern_Flicker_0091_28799.jpg,36,1
2006,036.Northern_Flicker/Northern_Flicker_0132_28313.jpg,36,1
2008,036.Northern_Flicker/Northern_Flicker_0105_28836.jpg,36,1
2010,036.Northern_Flicker/Northern_Flicker_0035_28332.jpg,36,1
2011,036.Northern_Flicker/Northern_Flicker_0078_28338.jpg,36,1
2012,036.Northern_Flicker/Northern_Flicker_0077_28341.jpg,36,1
2016,036.Northern_Flicker/Northern_Flicker_0085_28378.jpg,36,1
2017,036.Northern_Flicker/Northern_Flicker_0123_28381.jpg,36,1
2018,036.Northern_Flicker/Northern_Flicker_0004_28854.jpg,36,1
2021,036.Northern_Flicker/Northern_Flicker_0054_28913.jpg,36,1
2022,036.Northern_Flicker/Northern_Flicker_0111_28402.jpg,36,1
2024,036.Northern_Flicker/Northern_Flicker_0139_28419.jpg,36,1
2025,036.Northern_Flicker/Northern_Flicker_0095_28938.jpg,36,1
2027,036.Northern_Flicker/Northern_Flicker_0106_28441.jpg,36,1
2032,036.Northern_Flicker/Northern_Flicker_0011_28466.jpg,36,1
2033,036.Northern_Flicker/Northern_Flicker_0138_28476.jpg,36,1
2035,036.Northern_Flicker/Northern_Flicker_0059_28488.jpg,36,1
2037,036.Northern_Flicker/Northern_Flicker_0118_28500.jpg,36,1
2040,036.Northern_Flicker/Northern_Flicker_0024_29041.jpg,36,1
2041,036.Northern_Flicker/Northern_Flicker_0008_28591.jpg,36,1
2043,036.Northern_Flicker/Northern_Flicker_0110_28602.jpg,36,1
2044,036.Northern_Flicker/Northern_Flicker_0016_28603.jpg,36,1
2045,036.Northern_Flicker/Northern_Flicker_0057_28606.jpg,36,1
2046,036.Northern_Flicker/Northern_Flicker_0096_28623.jpg,36,1
2049,036.Northern_Flicker/Northern_Flicker_0069_28924.jpg,36,1
2051,036.Northern_Flicker/Northern_Flicker_0107_28667.jpg,36,1
2052,037.Acadian_Flycatcher/Acadian_Flycatcher_0066_29190.jpg,37,1
2053,037.Acadian_Flycatcher/Acadian_Flycatcher_0033_29195.jpg,37,1
2054,037.Acadian_Flycatcher/Acadian_Flycatcher_0067_29197.jpg,37,1
2055,037.Acadian_Flycatcher/Acadian_Flycatcher_0010_29199.jpg,37,1
2057,037.Acadian_Flycatcher/Acadian_Flycatcher_0016_29217.jpg,37,1
2060,037.Acadian_Flycatcher/Acadian_Flycatcher_0009_29155.jpg,37,1
2064,037.Acadian_Flycatcher/Acadian_Flycatcher_0020_29069.jpg,37,1
2065,037.Acadian_Flycatcher/Acadian_Flycatcher_0065_29070.jpg,37,1
2067,037.Acadian_Flycatcher/Acadian_Flycatcher_0056_29086.jpg,37,1
2068,037.Acadian_Flycatcher/Acadian_Flycatcher_0003_29094.jpg,37,1
2070,037.Acadian_Flycatcher/Acadian_Flycatcher_0054_29113.jpg,37,1
2077,037.Acadian_Flycatcher/Acadian_Flycatcher_0063_795585.jpg,37,1
2078,037.Acadian_Flycatcher/Acadian_Flycatcher_0045_795587.jpg,37,1
2079,037.Acadian_Flycatcher/Acadian_Flycatcher_0068_795590.jpg,37,1
2081,037.Acadian_Flycatcher/Acadian_Flycatcher_0019_795592.jpg,37,1
2082,037.Acadian_Flycatcher/Acadian_Flycatcher_0047_795593.jpg,37,1
2084,037.Acadian_Flycatcher/Acadian_Flycatcher_0006_795595.jpg,37,1
2086,037.Acadian_Flycatcher/Acadian_Flycatcher_0017_795598.jpg,37,1
2087,037.Acadian_Flycatcher/Acadian_Flycatcher_0008_795599.jpg,37,1
2088,037.Acadian_Flycatcher/Acadian_Flycatcher_0007_795600.jpg,37,1
2089,037.Acadian_Flycatcher/Acadian_Flycatcher_0058_795602.jpg,37,1
2093,037.Acadian_Flycatcher/Acadian_Flycatcher_0039_795606.jpg,37,1
2094,037.Acadian_Flycatcher/Acadian_Flycatcher_0014_795607.jpg,37,1
2096,037.Acadian_Flycatcher/Acadian_Flycatcher_0055_795609.jpg,37,1
2098,037.Acadian_Flycatcher/Acadian_Flycatcher_0028_795611.jpg,37,1
2101,037.Acadian_Flycatcher/Acadian_Flycatcher_0035_795618.jpg,37,1
2102,037.Acadian_Flycatcher/Acadian_Flycatcher_0053_795620.jpg,37,1
2104,037.Acadian_Flycatcher/Acadian_Flycatcher_0032_795622.jpg,37,1
2105,037.Acadian_Flycatcher/Acadian_Flycatcher_0004_795623.jpg,37,1
2109,037.Acadian_Flycatcher/Acadian_Flycatcher_0040_795629.jpg,37,1
2112,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0004_29701.jpg,38,1
2113,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0108_29712.jpg,38,1
2114,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0084_29716.jpg,38,1
2115,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0040_29447.jpg,38,1
2116,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0038_29533.jpg,38,1
2117,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0087_29252.jpg,38,1
2120,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0050_29786.jpg,38,1
2121,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0070_29455.jpg,38,1
2123,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0105_29456.jpg,38,1
2124,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0019_29801.jpg,38,1
2129,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0099_29305.jpg,38,1
2132,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0009_29831.jpg,38,1
2135,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0067_29384.jpg,38,1
2136,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0006_29362.jpg,38,1
2137,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0085_29812.jpg,38,1
2139,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0049_29474.jpg,38,1
2143,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0068_29416.jpg,38,1
2146,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0082_29445.jpg,38,1
2148,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0023_29481.jpg,38,1
2150,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0066_29488.jpg,38,1
2151,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0136_29490.jpg,38,1
2153,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0107_29501.jpg,38,1
2154,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0063_29507.jpg,38,1
2156,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0086_29518.jpg,38,1
2158,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0058_29523.jpg,38,1
2160,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0027_29532.jpg,38,1
2164,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0092_29583.jpg,38,1
2165,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0048_29586.jpg,38,1
2166,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0089_29592.jpg,38,1
2168,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0069_29603.jpg,38,1
2171,039.Least_Flycatcher/Least_Flycatcher_0036_30213.jpg,39,1
2172,039.Least_Flycatcher/Least_Flycatcher_0060_30214.jpg,39,1
2173,039.Least_Flycatcher/Least_Flycatcher_0001_30221.jpg,39,1
2174,039.Least_Flycatcher/Least_Flycatcher_0011_30222.jpg,39,1
2175,039.Least_Flycatcher/Least_Flycatcher_0024_30230.jpg,39,1
2176,039.Least_Flycatcher/Least_Flycatcher_0096_30233.jpg,39,1
2177,039.Least_Flycatcher/Least_Flycatcher_0013_30240.jpg,39,1
2180,039.Least_Flycatcher/Least_Flycatcher_0034_30151.jpg,39,1
2181,039.Least_Flycatcher/Least_Flycatcher_0095_30277.jpg,39,1
2184,039.Least_Flycatcher/Least_Flycatcher_0077_30296.jpg,39,1
2186,039.Least_Flycatcher/Least_Flycatcher_0092_30154.jpg,39,1
